COUNTRY,Country,COMMODITY,Commodity,VARIABLE,Variable,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
OECD,OECD countries,BV,Beef,IM,Imports,2018,2018,TONNE,Tonnes,3,Thousands,,,5074.175972,,
OECD,OECD countries,BV,Beef,IM,Imports,2019,2019,TONNE,Tonnes,3,Thousands,,,5177.681268,,
OECD,OECD countries,BV,Beef,IM,Imports,2020,2020,TONNE,Tonnes,3,Thousands,,,5206.952212,,
OECD,OECD countries,BV,Beef,IM,Imports,2021,2021,TONNE,Tonnes,3,Thousands,,,5278.672003,,
OECD,OECD countries,BV,Beef,IM,Imports,2022,2022,TONNE,Tonnes,3,Thousands,,,5319.99182,,
OECD,OECD countries,BV,Beef,IM,Imports,2023,2023,TONNE,Tonnes,3,Thousands,,,5343.687042,,
OECD,OECD countries,BV,Beef,IM,Imports,2024,2024,TONNE,Tonnes,3,Thousands,,,5376.373536,,
OECD,OECD countries,BV,Beef,IM,Imports,2025,2025,TONNE,Tonnes,3,Thousands,,,5398.564546,,
OECD,OECD countries,BV,Beef,IM,Imports,2026,2026,TONNE,Tonnes,3,Thousands,,,5433.448034,,
OECD,OECD countries,BV,Beef,IM,Imports,2027,2027,TONNE,Tonnes,3,Thousands,,,5469.148732,,
OECD,OECD countries,BV,Beef,IM,Imports,2028,2028,TONNE,Tonnes,3,Thousands,,,5506.080342,,
OECD,OECD countries,BV,Beef,QC,Consumption,1990,1990,TONNE,Tonnes,3,Thousands,,,15052.56573,,
OECD,OECD countries,BV,Beef,QC,Consumption,1991,1991,TONNE,Tonnes,3,Thousands,,,16362.51061,,
OECD,OECD countries,BV,Beef,QC,Consumption,1992,1992,TONNE,Tonnes,3,Thousands,,,16500.50693,,
OECD,OECD countries,BV,Beef,QC,Consumption,1993,1993,TONNE,Tonnes,3,Thousands,,,16388.64864,,
OECD,OECD countries,BV,Beef,QC,Consumption,1994,1994,TONNE,Tonnes,3,Thousands,,,17289.30695,,
OECD,OECD countries,BV,Beef,QC,Consumption,1995,1995,TONNE,Tonnes,3,Thousands,,,17531.62098,,
OECD,OECD countries,BV,Beef,QC,Consumption,1996,1996,TONNE,Tonnes,3,Thousands,,,17963.78057,,
OECD,OECD countries,BV,Beef,QC,Consumption,1997,1997,TONNE,Tonnes,3,Thousands,,,18107.68012,,
OECD,OECD countries,BV,Beef,QC,Consumption,1998,1998,TONNE,Tonnes,3,Thousands,,,18407.94327,,
OECD,OECD countries,BV,Beef,QC,Consumption,1999,1999,TONNE,Tonnes,3,Thousands,,,18829.00404,,
OECD,OECD countries,BV,Beef,QC,Consumption,2000,2000,TONNE,Tonnes,3,Thousands,,,26438.60094,,
OECD,OECD countries,BV,Beef,QC,Consumption,2001,2001,TONNE,Tonnes,3,Thousands,,,26630.33046,,
OECD,OECD countries,BV,Beef,QC,Consumption,2002,2002,TONNE,Tonnes,3,Thousands,,,27543.35731,,
OECD,OECD countries,BV,Beef,QC,Consumption,2003,2003,TONNE,Tonnes,3,Thousands,,,27078.41311,,
OECD,OECD countries,BV,Beef,QC,Consumption,2004,2004,TONNE,Tonnes,3,Thousands,,,27578.62083,,
OECD,OECD countries,BV,Beef,QC,Consumption,2005,2005,TONNE,Tonnes,3,Thousands,,,27365.07224,,
OECD,OECD countries,BV,Beef,QC,Consumption,2006,2006,TONNE,Tonnes,3,Thousands,,,27633.81351,,
OECD,OECD countries,BV,Beef,QC,Consumption,2007,2007,TONNE,Tonnes,3,Thousands,,,27974.78584,,
OECD,OECD countries,BV,Beef,QC,Consumption,2008,2008,TONNE,Tonnes,3,Thousands,,,27337.94389,,
OECD,OECD countries,BV,Beef,QC,Consumption,2009,2009,TONNE,Tonnes,3,Thousands,,,26930.26258,,
OECD,OECD countries,BV,Beef,QC,Consumption,2010,2010,TONNE,Tonnes,3,Thousands,,,27005.96035,,
OECD,OECD countries,BV,Beef,QC,Consumption,2011,2011,TONNE,Tonnes,3,Thousands,,,26399.47574,,
OECD,OECD countries,BV,Beef,QC,Consumption,2012,2012,TONNE,Tonnes,3,Thousands,,,26289.80026,,
OECD,OECD countries,BV,Beef,QC,Consumption,2013,2013,TONNE,Tonnes,3,Thousands,,,26300.22983,,
OECD,OECD countries,BV,Beef,QC,Consumption,2014,2014,TONNE,Tonnes,3,Thousands,,,25983.94235,,
OECD,OECD countries,BV,Beef,QC,Consumption,2015,2015,TONNE,Tonnes,3,Thousands,,,26099.02264,,
OECD,OECD countries,BV,Beef,QC,Consumption,2016,2016,TONNE,Tonnes,3,Thousands,,,26777.6586,,
OECD,OECD countries,BV,Beef,QC,Consumption,2017,2017,TONNE,Tonnes,3,Thousands,,,27197.95437,,
OECD,OECD countries,BV,Beef,QC,Consumption,2018,2018,TONNE,Tonnes,3,Thousands,,,27613.25539,,
OECD,OECD countries,BV,Beef,QC,Consumption,2019,2019,TONNE,Tonnes,3,Thousands,,,28011.15122,,
OECD,OECD countries,BV,Beef,QC,Consumption,2020,2020,TONNE,Tonnes,3,Thousands,,,28269.7557,,
OECD,OECD countries,BV,Beef,QC,Consumption,2021,2021,TONNE,Tonnes,3,Thousands,,,28378.14586,,
OECD,OECD countries,BV,Beef,QC,Consumption,2022,2022,TONNE,Tonnes,3,Thousands,,,28455.54006,,
OECD,OECD countries,BV,Beef,QC,Consumption,2023,2023,TONNE,Tonnes,3,Thousands,,,28677.818,,
OECD,OECD countries,BV,Beef,QC,Consumption,2024,2024,TONNE,Tonnes,3,Thousands,,,28873.35242,,
OECD,OECD countries,BV,Beef,QC,Consumption,2025,2025,TONNE,Tonnes,3,Thousands,,,28961.74814,,
OECD,OECD countries,BV,Beef,QC,Consumption,2026,2026,TONNE,Tonnes,3,Thousands,,,29108.04686,,
OECD,OECD countries,BV,Beef,QC,Consumption,2027,2027,TONNE,Tonnes,3,Thousands,,,29241.75955,,
OECD,OECD countries,BV,Beef,QC,Consumption,2028,2028,TONNE,Tonnes,3,Thousands,,,29347.3158,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,1990,1990,TONNE,Tonnes,3,Thousands,,,392.9262522,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,1991,1991,TONNE,Tonnes,3,Thousands,,,350.9610308,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,1992,1992,TONNE,Tonnes,3,Thousands,,,309.0062298,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,1993,1993,TONNE,Tonnes,3,Thousands,,,439.6388869,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,1994,1994,TONNE,Tonnes,3,Thousands,,,771.8248883,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,1995,1995,TONNE,Tonnes,3,Thousands,,,665.0176461,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,1996,1996,TONNE,Tonnes,3,Thousands,,,1074.079396,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,1997,1997,TONNE,Tonnes,3,Thousands,,,1342.306031,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,1998,1998,TONNE,Tonnes,3,Thousands,,,1242.35629,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,1999,1999,TONNE,Tonnes,3,Thousands,,,1040.889774,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2000,2000,TONNE,Tonnes,3,Thousands,,,1100.286643,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2001,2001,TONNE,Tonnes,3,Thousands,,,1111.594478,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2002,2002,TONNE,Tonnes,3,Thousands,,,1125.553844,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2003,2003,TONNE,Tonnes,3,Thousands,,,1084.336514,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2004,2004,TONNE,Tonnes,3,Thousands,,,980.1333349,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2005,2005,TONNE,Tonnes,3,Thousands,,,921.2237266,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2006,2006,TONNE,Tonnes,3,Thousands,,,965.6296561,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2007,2007,TONNE,Tonnes,3,Thousands,,,1032.847712,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2008,2008,TONNE,Tonnes,3,Thousands,,,1065.587653,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2009,2009,TONNE,Tonnes,3,Thousands,,,1123.526901,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2010,2010,TONNE,Tonnes,3,Thousands,,,1138.417352,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2011,2011,TONNE,Tonnes,3,Thousands,,,1163.22619,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2012,2012,TONNE,Tonnes,3,Thousands,,,1201.79817,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2013,2013,TONNE,Tonnes,3,Thousands,,,1238.287927,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2014,2014,TONNE,Tonnes,3,Thousands,,,1192.553895,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2015,2015,TONNE,Tonnes,3,Thousands,,,1148.525458,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2016,2016,TONNE,Tonnes,3,Thousands,,,1177.729433,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2017,2017,TONNE,Tonnes,3,Thousands,,,1084.999894,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2018,2018,TONNE,Tonnes,3,Thousands,,,1126.789474,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2019,2019,TONNE,Tonnes,3,Thousands,,,1120.188037,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2020,2020,TONNE,Tonnes,3,Thousands,,,1103.713836,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2021,2021,TONNE,Tonnes,3,Thousands,,,1097.846968,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2022,2022,TONNE,Tonnes,3,Thousands,,,1090.889628,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2023,2023,TONNE,Tonnes,3,Thousands,,,1090.547704,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2024,2024,TONNE,Tonnes,3,Thousands,,,1091.51283,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2025,2025,TONNE,Tonnes,3,Thousands,,,1088.971155,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2026,2026,TONNE,Tonnes,3,Thousands,,,1089.014999,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2027,2027,TONNE,Tonnes,3,Thousands,,,1089.973657,,
OECD,OECD countries,BV,Beef,ST,Ending stocks,2028,2028,TONNE,Tonnes,3,Thousands,,,1089.091162,,
OECD,OECD countries,BV,Beef,EX,Exports,1990,1990,TONNE,Tonnes,3,Thousands,,,2536.875816,,
OECD,OECD countries,BV,Beef,EX,Exports,1991,1991,TONNE,Tonnes,3,Thousands,,,2659.624751,,
OECD,OECD countries,BV,Beef,EX,Exports,1992,1992,TONNE,Tonnes,3,Thousands,,,3006.70981,,
OECD,OECD countries,BV,Beef,EX,Exports,1993,1993,TONNE,Tonnes,3,Thousands,,,3102.142434,,
OECD,OECD countries,BV,Beef,EX,Exports,1994,1994,TONNE,Tonnes,3,Thousands,,,3189.230765,,
OECD,OECD countries,BV,Beef,EX,Exports,1995,1995,TONNE,Tonnes,3,Thousands,,,3494.479333,,
OECD,OECD countries,BV,Beef,EX,Exports,1996,1996,TONNE,Tonnes,3,Thousands,,,3458.406574,,
OECD,OECD countries,BV,Beef,EX,Exports,1997,1997,TONNE,Tonnes,3,Thousands,,,3925.224281,,
OECD,OECD countries,BV,Beef,EX,Exports,1998,1998,TONNE,Tonnes,3,Thousands,,,3991.464897,,
OECD,OECD countries,BV,Beef,EX,Exports,1999,1999,TONNE,Tonnes,3,Thousands,,,4146.349751,,
OECD,OECD countries,BV,Beef,EX,Exports,2000,2000,TONNE,Tonnes,3,Thousands,,,5128.917611,,
OECD,OECD countries,BV,Beef,EX,Exports,2001,2001,TONNE,Tonnes,3,Thousands,,,5214.565279,,
OECD,OECD countries,BV,Beef,EX,Exports,2002,2002,TONNE,Tonnes,3,Thousands,,,5461.383113,,
OECD,OECD countries,BV,Beef,EX,Exports,2003,2003,TONNE,Tonnes,3,Thousands,,,4730.419168,,
OECD,OECD countries,BV,Beef,EX,Exports,2004,2004,TONNE,Tonnes,3,Thousands,,,3910.972964,,
OECD,OECD countries,BV,Beef,EX,Exports,2005,2005,TONNE,Tonnes,3,Thousands,,,3951.393623,,
OECD,OECD countries,BV,Beef,EX,Exports,2006,2006,TONNE,Tonnes,3,Thousands,,,4321.867214,,
OECD,OECD countries,BV,Beef,EX,Exports,2007,2007,TONNE,Tonnes,3,Thousands,,,4371.111308,,
OECD,OECD countries,BV,Beef,EX,Exports,2008,2008,TONNE,Tonnes,3,Thousands,,,4732.130388,,
OECD,OECD countries,BV,Beef,EX,Exports,2009,2009,TONNE,Tonnes,3,Thousands,,,4607.893438,,
OECD,OECD countries,BV,Beef,EX,Exports,2010,2010,TONNE,Tonnes,3,Thousands,,,5159.766144,,
OECD,OECD countries,BV,Beef,EX,Exports,2011,2011,TONNE,Tonnes,3,Thousands,,,5472.399698,,
OECD,OECD countries,BV,Beef,EX,Exports,2012,2012,TONNE,Tonnes,3,Thousands,,,5072.240738,,
OECD,OECD countries,BV,Beef,EX,Exports,2013,2013,TONNE,Tonnes,3,Thousands,,,5245.739392,,
OECD,OECD countries,BV,Beef,EX,Exports,2014,2014,TONNE,Tonnes,3,Thousands,,,5922.648589,,
OECD,OECD countries,BV,Beef,EX,Exports,2015,2015,TONNE,Tonnes,3,Thousands,,,5864.954962,,
OECD,OECD countries,BV,Beef,EX,Exports,2016,2016,TONNE,Tonnes,3,Thousands,,,5665.818017,,
OECD,OECD countries,BV,Beef,EX,Exports,2017,2017,TONNE,Tonnes,3,Thousands,,,5753.554496,,
OECD,OECD countries,BV,Beef,EX,Exports,2018,2018,TONNE,Tonnes,3,Thousands,,,6004.799386,,
OECD,OECD countries,BV,Beef,EX,Exports,2019,2019,TONNE,Tonnes,3,Thousands,,,6064.036472,,
OECD,OECD countries,BV,Beef,EX,Exports,2020,2020,TONNE,Tonnes,3,Thousands,,,6108.251364,,
OECD,OECD countries,BV,Beef,EX,Exports,2021,2021,TONNE,Tonnes,3,Thousands,,,6144.671223,,
OECD,OECD countries,BV,Beef,EX,Exports,2022,2022,TONNE,Tonnes,3,Thousands,,,6201.627755,,
OECD,OECD countries,BV,Beef,EX,Exports,2023,2023,TONNE,Tonnes,3,Thousands,,,6263.586065,,
OECD,OECD countries,BV,Beef,EX,Exports,2024,2024,TONNE,Tonnes,3,Thousands,,,6296.514454,,
OECD,OECD countries,BV,Beef,EX,Exports,2025,2025,TONNE,Tonnes,3,Thousands,,,6327.799834,,
OECD,OECD countries,BV,Beef,EX,Exports,2026,2026,TONNE,Tonnes,3,Thousands,,,6377.171019,,
OECD,OECD countries,BV,Beef,EX,Exports,2027,2027,TONNE,Tonnes,3,Thousands,,,6424.530152,,
OECD,OECD countries,BV,Beef,EX,Exports,2028,2028,TONNE,Tonnes,3,Thousands,,,6474.663831,,
OECD,OECD countries,BV,Beef,NT,Trade balance,1990,1990,TONNE,Tonnes,3,Thousands,,,-95.31480298,,
OECD,OECD countries,BV,Beef,NT,Trade balance,1991,1991,TONNE,Tonnes,3,Thousands,,,-149.6355753,,
OECD,OECD countries,BV,Beef,NT,Trade balance,1992,1992,TONNE,Tonnes,3,Thousands,,,-46.56386826,,
OECD,OECD countries,BV,Beef,NT,Trade balance,1993,1993,TONNE,Tonnes,3,Thousands,,,-96.42727255,,
OECD,OECD countries,BV,Beef,NT,Trade balance,1994,1994,TONNE,Tonnes,3,Thousands,,,-87.65059286,,
OECD,OECD countries,BV,Beef,NT,Trade balance,1995,1995,TONNE,Tonnes,3,Thousands,,,127.950448,,
OECD,OECD countries,BV,Beef,NT,Trade balance,1996,1996,TONNE,Tonnes,3,Thousands,,,277.9819202,,
OECD,OECD countries,BV,Beef,NT,Trade balance,1997,1997,TONNE,Tonnes,3,Thousands,,,488.4347315,,
OECD,OECD countries,BV,Beef,NT,Trade balance,1998,1998,TONNE,Tonnes,3,Thousands,,,359.5413504,,
OECD,OECD countries,BV,Beef,NT,Trade balance,1999,1999,TONNE,Tonnes,3,Thousands,,,254.0703493,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2000,2000,TONNE,Tonnes,3,Thousands,,,359.385596,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2001,2001,TONNE,Tonnes,3,Thousands,,,501.6132429,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2002,2002,TONNE,Tonnes,3,Thousands,,,500.0031258,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2003,2003,TONNE,Tonnes,3,Thousands,,,159.9930431,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2004,2004,TONNE,Tonnes,3,Thousands,,,-456.8189139,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2005,2005,TONNE,Tonnes,3,Thousands,,,-557.4163952,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2006,2006,TONNE,Tonnes,3,Thousands,,,-339.0264308,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2007,2007,TONNE,Tonnes,3,Thousands,,,-202.3999309,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2008,2008,TONNE,Tonnes,3,Thousands,,,524.7973535,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2009,2009,TONNE,Tonnes,3,Thousands,,,432.0688746,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2010,2010,TONNE,Tonnes,3,Thousands,,,858.9869823,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2011,2011,TONNE,Tonnes,3,Thousands,,,973.0616234,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2012,2012,TONNE,Tonnes,3,Thousands,,,760.0069729,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2013,2013,TONNE,Tonnes,3,Thousands,,,951.6857791,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2014,2014,TONNE,Tonnes,3,Thousands,,,1342.123556,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2015,2015,TONNE,Tonnes,3,Thousands,,,1115.088443,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2016,2016,TONNE,Tonnes,3,Thousands,,,886.017818,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2017,2017,TONNE,Tonnes,3,Thousands,,,835.0119551,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2018,2018,TONNE,Tonnes,3,Thousands,,,930.6234992,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2019,2019,TONNE,Tonnes,3,Thousands,,,886.3553049,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2020,2020,TONNE,Tonnes,3,Thousands,,,901.2992521,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2021,2021,TONNE,Tonnes,3,Thousands,,,865.9993196,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2022,2022,TONNE,Tonnes,3,Thousands,,,881.6360348,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2023,2023,TONNE,Tonnes,3,Thousands,,,919.8991237,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2024,2024,TONNE,Tonnes,3,Thousands,,,920.1410177,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2025,2025,TONNE,Tonnes,3,Thousands,,,929.2353881,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2026,2026,TONNE,Tonnes,3,Thousands,,,943.7230849,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2027,2027,TONNE,Tonnes,3,Thousands,,,955.3815209,,
OECD,OECD countries,BV,Beef,NT,Trade balance,2028,2028,TONNE,Tonnes,3,Thousands,,,968.5835885,,
